BHK_NO.,SQUARE_FT,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS),POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_OR_RK,READY_TO_MOVE,RESALE,ADDRESS
0.3010299956639812,3.1140223222463312,12.96991,1.8828927409569989,55.0,Owner,0,0,BHK,1,1,"Ksfc Layout,Bangalore"
0.3010299956639812,3.1055101847699738,12.274538,1.888281010326691,51.0,Dealer,0,0,BHK,1,1,"Vishweshwara Nagar,Mysore"
0.3010299956639812,2.9699559851540887,12.778033,1.8826980218753027,43.0,Owner,0,0,BHK,1,1,"Jigani,Bangalore"
0.3010299956639812,2.9684461219493206,28.6423,1.8843318087986634,62.5,Owner,0,1,BHK,1,1,"Sector-1 Vaishali,Ghaziabad"
0.3010299956639812,2.999569508148393,22.5922,1.8160938469046444,60.5,Dealer,1,0,BHK,0,1,"New Town,Kolkata"
0.47712125471966244,3.0969100130080562,10.03328,1.8903098039350898,42.0,Owner,0,0,BHK,1,1,"South Chittoor,Kochi"
0.47712125471966244,3.1746568667771697,26.916347,1.8930238665840085,66.5,Dealer,0,0,BHK,1,1,"Sodala,Jaipur"
0.47712125471966244,3.072254658278669,30.74,1.8882507056327504,52.0,Owner,0,1,BHK,1,1,"Kharar,Mohali"
0.3010299956639812,3.0170333392987803,13.054202,1.882460066337399,41.6,Dealer,0,1,BHK,1,1,"Bileshivale,Bangalore"
0.3010299956639812,2.9440485946605355,12.95161,1.8681840774056284,36.0,Owner,0,1,BHK,1,1,"Chromepet,Chennai"
0.47712125471966244,3.130433047159661,26.724219,1.8171442170670051,35.0,Owner,0,0,BHK,1,1,"Deshbandhu Para,Siliguri"
0.3010299956639812,3.124833465742931,13.04034,1.882930348182073,110.0,Dealer,0,0,BHK,1,1,"Hebbal,Bangalore"
0.3010299956639812,2.967163072412469,12.96991,1.8828927409569989,48.0,Owner,0,0,BHK,1,1,"Garebhavipalya,Bangalore"
0.3010299956639812,3.050059407256684,28.587711,1.883999389107866,62.0,Owner,0,1,BHK,1,1,"Sector-119 Noida,Noida"
0.0,2.8129024994123535,13.0352,1.8830107892996133,20.0,Owner,0,0,BHK,1,1,"sanjay nagar,Raigad"
0.47712125471966244,3.1442994246135054,28.429614,1.8835533590213263,71.1,Dealer,1,1,BHK,0,1,"Sector-150 Noida,Noida"
0.47712125471966244,3.2552929430032624,20.275267000000003,1.833148827404487,85.0,Owner,0,0,BHK,1,1,"Jharapada,Bhubaneswar"
0.47712125471966244,3.3273378232783077,12.8855,1.8830869691700811,180.0,Dealer,1,1,BHK,0,1,"Konanakunte,Bangalore"
0.3010299956639812,3.041392685158225,21.15389,1.8743636085731488,22.0,Owner,0,0,BHK,1,1,"Nagpur Road,Wardha"
0.47712125471966244,3.338187314368497,13.092356,1.8828045363104007,120.0,Dealer,0,1,BHK,1,1,"Kogilu,Bangalore"
0.3010299956639812,2.945046655924581,13.05,1.8683662362895128,45.0,Owner,0,0,BHK,1,1,"Poonamallee,Chennai"
0.3010299956639812,2.975377525108316,18.452663,1.9032616947961238,42.0,Dealer,0,0,BHK,1,1,"Undri,Pune"
0.47712125471966244,3.1173202551232593,28.5041,1.884121707950226,55.0,Dealer,0,1,BHK,1,1,"Sector-134 Noida,Noida"
0.0,2.7993409837478467,19.05444,1.9091392703316963,300.0,Dealer,0,0,BHK,1,1,"Bandra (West),Mumbai"
0.3010299956639812,3.0862920861315652,21.105779,1.874390072722532,50.0,Dealer,0,0,BHK,1,1,"Narendra Nagar,Nagpur"
0.3010299956639812,2.8921735725186375,22.54111,1.8170686281601174,27.5,Owner,0,0,BHK,1,1,"Kudgat,Kolkata"
0.47712125471966244,3.2041199826559246,28.63601,1.8838257660704245,46.0,Owner,0,0,BHK,1,1,"Sain Vihar,Ghaziabad"
0.3010299956639812,3.0720337523603534,30.712867,1.8882588114327497,22.9,Dealer,0,0,BHK,1,1,"Sector-115 Mohali,Mohali"
0.3010299956639812,3.0,24.48,1.8277741414340902,39.0,Owner,1,0,BHK,0,1,"Mohan Asram,Deoghar"
0.3010299956639812,3.0,28.2102,1.8870660717371623,12.5,Dealer,0,0,BHK,1,1,"Alwar Bypass Road,Bhiwadi"
0.47712125471966244,3.146161444357484,28.40473,1.8842013390443697,52.0,Dealer,0,0,BHK,1,1,"Sector 84 Faridabad,Faridabad"
0.3010299956639812,2.974569997393981,28.5041,1.884121707950226,33.0,Dealer,0,1,BHK,1,1,"Sector-134 Noida,Noida"
0.3010299956639812,3.0607531176137317,26.586306,1.8981185114726316,55.0,Owner,0,0,BHK,1,1,"Indra Colony,Jaipur"
0.0,2.9365476399514456,19.18,1.9084815123386767,82.0,Dealer,1,1,BHK,0,1,"Thane West,Lalitpur"
0.3010299956639812,2.9333790534420796,19.1759,1.9085411839997095,240.0,Dealer,0,1,BHK,1,0,"Mulund (West),Maharashtra"
0.47712125471966244,3.0697458031466653,12.852171,1.8677375856968284,55.0,Owner,0,0,BHK,1,1,"Thalambur,Chennai"
0.3010299956639812,3.0086375893031625,18.5993,1.9041753213483148,65.0,Dealer,1,1,BHK,0,1,"Wakad,Pune"
0.6020599913279624,3.217527375964871,22.312063,1.9100284685638609,65.0,Owner,0,0,BHK,1,1,"Vasna,Vadodara"
0.3010299956639812,3.0,17.815234,1.8488323572248946,35.0,Dealer,1,0,BHK,0,1,"Madhurawada,Visakhapatnam"
0.47712125471966244,3.1139607244068053,12.894088,1.8831715813822996,75.0,Owner,0,0,BHK,1,1,"Vasanthapura,Bangalore"
0.0,4.608592303142425,24.69028,1.878198746412951,9110.0,Dealer,1,1,BHK,0,0,"Kanjur Marg (East),Lalitpur"
0.3010299956639812,3.0245328415039587,18.539812,1.90430971494063,65.0,Dealer,0,1,BHK,1,1,"Sus,Pune"
0.0,2.6020599913279625,18.5438,1.9031924466877412,30.0,Dealer,1,0,BHK,0,1,"Kharadi,Pune"
0.47712125471966244,3.105484562002195,22.803593,1.8463845169301847,250.0,Dealer,0,1,BHK,1,1,"Marol,Mumbai"
0.3010299956639812,3.0114410430475544,19.014858,1.9090019826081197,220.0,Dealer,0,0,BHK,1,1,"Wadala East,Lalitpur"
0.3010299956639812,3.0607435578267483,20.366670000000003,1.9088209363517739,38.0,Owner,0,0,BHK,1,1,"Near Ambamata Mandir,Vapi"
0.47712125471966244,3.0791812460476247,28.460928000000003,1.8860578224581477,60.0,Owner,0,0,BHK,1,1,"Patel Nagar-II,Ghaziabad"
0.0,2.676703050901418,24.69028,1.878198746412951,46.0,Dealer,0,0,RK,1,1,"Balkum,Lalitpur"
0.0,2.4798877347651516,24.69028,1.878198746412951,26.3,Builder,1,1,BHK,0,0,"Taloja,Lalitpur"
0.3010299956639812,3.089400411380809,12.843852,1.8982720342430324,51.6,Dealer,1,1,BHK,0,1,"Bolar,Mangalore"
0.3010299956639812,2.9938841795788367,13.077175,1.8681224013406437,55.0,Owner,0,0,BHK,1,1,"Ayanambakkam,Chennai"
0.47712125471966244,3.2950313577838557,28.431862,1.884294373760132,71.9,Dealer,1,1,BHK,0,1,"Sector 88 Faridabad,Faridabad"
0.0,2.6238865001856833,19.048403,1.9088889178929178,130.0,Dealer,1,1,BHK,0,1,"Sindhi Society Chembur,Lalitpur"
0.47712125471966244,3.1055135255887154,25.232239,1.916825771771466,32.5,Owner,0,0,BHK,1,1,"Shiv Mandir,Siliguri"
0.0,2.6085519396470236,19.245347,1.9076160920337981,39.9,Dealer,1,1,BHK,0,0,"Kalyan (West),Maharashtra"
0.47712125471966244,3.270110782300137,28.431862,1.884294373760132,59.9,Dealer,0,0,BHK,1,1,"Sector 88 Faridabad,Faridabad"
0.3010299956639812,2.977730286789482,19.88879,1.8955288191508683,65.0,Owner,0,0,BHK,1,1,"Nandanwan Phases 2,Aurangabad"
0.6020599913279624,3.716082313407288,28.567633,1.8841128213418201,110.0,Owner,0,1,BHK,1,1,"Sector-76 Noida,Noida"
0.3010299956639812,3.021176619140418,12.985039,1.8832004751265823,68.5,Dealer,0,0,BHK,1,1,"Basaveshwara Nagar,Bangalore"
0.47712125471966244,3.208174720184857,22.589694,1.8168357702981193,99.0,Dealer,0,0,BHK,1,1,"Maniktala,Kolkata"
0.47712125471966244,3.0607004461126857,19.014858,1.9090019826081197,250.0,Dealer,0,0,BHK,1,1,"Wadala East,Lalitpur"
0.3010299956639812,3.041392685158225,26.955346,1.8933615775442674,27.5,Owner,0,0,BHK,1,1,"Jhotwara,Jaipur"
0.3010299956639812,2.9572557748950623,24.69028,1.878198746412951,70.0,Dealer,1,1,BHK,0,0,"Balkum,Lalitpur"
0.47712125471966244,3.1626641319650077,10.77,1.8897647553103174,50.0,Owner,0,0,BHK,1,1,"Poolakkaparambu,Ottapalam"
0.47712125471966244,3.201941574467388,28.506454,1.8839628274294358,70.0,Owner,0,0,BHK,1,1,"Sector-137 Noida,Noida"
0.3010299956639812,2.758818755072225,28.406388,1.8843426464449244,22.1,Dealer,0,1,BHK,1,1,"Sector 86 Faridabad,Faridabad"
0.47712125471966244,3.0165670334433576,19.12,1.9087673578995057,280.0,Dealer,0,1,BHK,1,1,"Powai,Mumbai"
0.47712125471966244,3.1869963626956586,13.11389,1.8828906367214826,74.0,Owner,0,0,BHK,1,1,"Yelahanka,Bangalore"
0.3010299956639812,3.6989700043360187,26.850391,1.8929205242280385,85.0,Owner,0,0,BHK,1,1,"Malviya Nagar,Jaipur"
0.47712125471966244,3.2046852863994983,28.368269,1.88417176332323,49.2,Dealer,0,0,BHK,1,1,"Sector 77 Faridabad,Faridabad"
0.3010299956639812,3.0791812460476247,16.51667,1.8653764696532311,45.0,Owner,0,0,BHK,1,1,"Madhuranagar,Vijayawada"
0.3010299956639812,2.880854128350205,15.86667,1.9001631863481458,60.0,Owner,0,0,BHK,1,1,"Tilakwadi,Belgaum"
0.3010299956639812,2.8691303961649597,23.25,1.8839225351072648,30.0,Owner,1,0,BHK,0,1,"tallaiya,Bhopal"
0.3010299956639812,3.100378441622425,13.0915,1.8986060413434658,33.0,Owner,0,0,BHK,1,1,"Mulki,Mangalore"
0.3010299956639812,3.0414525919500277,21.093676,1.874195930021891,29.0,Owner,0,0,BHK,1,1,"Manewada,Nagpur"
0.47712125471966244,3.3604186555293776,18.5438,1.9031924466877412,210.0,Dealer,0,1,BHK,1,1,"Kharadi,Pune"
0.3010299956639812,3.05936660838001,19.216097,1.9092401148890057,88.6,Dealer,0,0,BHK,1,1,"Sector-8 Ulwe,Lalitpur"
0.6020599913279624,3.3471464532457595,19.1615,1.9089650295916305,780.0,Dealer,0,1,BHK,1,1,"Goregaon (East),Lalitpur"
0.3010299956639812,2.8807441107489895,22.452032,1.8173255423917591,30.0,Dealer,0,0,BHK,1,1,"Joka,Kolkata"
0.6020599913279624,3.3541568347275157,12.9506,1.8829084370948528,140.0,Owner,0,0,BHK,1,1,"Wilson Garden,Bangalore"
0.47712125471966244,2.8848056785752387,20.742166,1.8683979783477498,240.0,Dealer,0,0,BHK,1,1,"DN Nagar,Maharashtra"
0.6020599913279624,3.3979400086720375,28.66667,1.8839225351072648,160.0,Owner,0,0,BHK,1,1,"Ramprastha,Ghaziabad"
0.6020599913279624,3.3591212212721504,21.0,1.8862801597551841,100.0,Dealer,1,1,BHK,0,1,"Gomti Nagar Extension,Lucknow"
0.3010299956639812,3.0607304134840767,28.577673,1.884075066824351,60.0,Owner,0,1,BHK,1,1,"Sector-74 Noida,Noida"
0.3010299956639812,3.002136754316736,18.966114,1.907488742147092,81.5,Dealer,0,1,BHK,1,1,"New Panvel,Mumbai"
0.3010299956639812,2.9030899869919438,22.56972,1.8168572031777006,34.0,Owner,0,0,BHK,1,1,"Prantik,Kolkata"
0.47712125471966244,2.9972771416645267,26.706157,1.8163932963505076,31.8,Dealer,1,0,BHK,0,1,"Subhas Pally,Siliguri"
